"Start Date","End Date","Progress","Finished","Birthyear","Gender","ESL","Race","Country","State","Role","Work","Employed","Ann_Income","Edu_Level","Pol_Aff","Religion","Read","Read_SM","Make_SM","Open_Elem","How_Many_Days","Capacity","Vacc_Effec","Chart_Control1","Chart_Control2","Chart_Treat1","Chart_Treat2","Array_Control1","Array_Control2","Array_Control3","Array_Treat1","Array_Treat2","Array_Treat3"
"2021-04-07 18:49:37","2021-04-07 21:10:42",5,"True","2000","Cisgender Woman","Yes","Other:","United States of America","California","Undergraduate Student","No","Student","","Some college","Socialist","Muslim","I buy both","Daily","Less than Weekly","No","None","25%","Very effective: 90%","","","Right","","","","","","Right",""
"2021-04-07 19:54:00","2021-04-07 21:10:42",5,"True","1998","Cisgender Woman","No","Non-Hispanic White","United States of America","California","Graduate Student","Yes","Student","$10,000 - $19,999","Bachelor's degree","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","No","None","50%","Very effective: 90%","","","","","","","","","","Right"
"2021-04-07 19:43:07","2021-04-07 21:13:37",5,"True","2002","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Independent","Atheist or agnostic","I buy both","Daily","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","Right","","","","","","","","Right",""
"2021-04-07 20:40:07","2021-04-07 21:13:56",5,"True","2002","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Independent","Prefer not to say","I buy ebooks","Daily","Less than Weekly","No","None","50%","Moderately effective: 85%","","Right","","","","","","Wrong","",""
"2021-04-07 20:10:00","2021-04-07 21:14:57",5,"True","1999","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","$10,000 - $19,999","Some college","Socialist","Atheist or agnostic","I buy physical books","Daily","Less than Weekly","No","None","50%","Moderately effective: 85%","","","","Right","","","","Right","",""
"2021-04-07 19:45:46","2021-04-07 21:15:03",5,"True","1997","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Unemployed looking for work","Less than $10,000","Bachelor's degree","Democrat","Buddhist","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Moderately effective: 85%","","","","Right","","","","Right","",""
"2021-04-07 19:18:24","2021-04-07 21:15:17",5,"True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy ebooks","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Very effective: 90%","Right","","","","","","","","","Right"
"2021-04-07 19:08:19","2021-04-07 21:16:33",5,"True","2001","Cisgender Woman","Yes","Hispanic or Latino","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I buy ebooks","Daily","Less than Weekly","No","None","25%","Very effective: 90%","","","Right","","Right","","","","",""
"2021-04-07 20:07:37","2021-04-07 21:16:34",5,"True","1998","Prefer not to disclose","Prefer not to say","Prefer not to answer","United States of America","California","Undergraduate Student","No","Student","","Some college","Prefer not to say","Protestant","I don't purchase books","More than once a day","Less than Weekly","No","None","50%","Moderately effective: 85%","","Right","","","","","","","Right",""
"2021-04-07 20:32:44","2021-04-07 21:20:47",5,"True","1998","Cisgender Woman","Yes","Hispanic or Latino","United States of America","California","Other","Yes","Employed full time","$50,000 - $59,999","Bachelor's degree","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","Yes","Monday - Friday","50%","Moderately effective: 85%","","","Right","","Right","","","","",""
"2021-04-07 18:47:34","2021-04-07 21:21:02",5,"True","1999","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","$20,000 - $29,999","Some college","Democrat","Prefer not to say","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Very effective: 90%","","","Right","","","","","","","Right"
"2021-04-07 20:41:27","2021-04-07 21:25:57",5,"True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","$50,000 - $59,999","Some college","Democrat","Prefer not to say","I buy both","More than once a day","Less than Weekly","No","None","25%","Very effective: 90%","","","","Wrong","","","Right","","",""
"2021-04-07 20:07:45","2021-04-07 21:26:45",5,"True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Democrat","Hindu","I buy both","More than once a day","Less than Weekly","No","None","50%","Moderately effective: 85%","","","Right","","","Right","","","",""
"2021-04-07 19:41:33","2021-04-07 21:27:28",5,"True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","No","Unemployed looking for work","","Some college","Democrat","Prefer not to say","I don't purchase books","Daily","Less than Weekly","No","None","25%","Moderately effective: 85%","","Wrong","","","","","","","Right",""
"2021-04-07 18:58:09","2021-04-07 21:28:04",5,"True","1999","Non-binary","No","Asian","United States of America","California","Undergraduate Student","No","Employed part time","","Some college","Socialist","Atheist or agnostic","I buy physical books","More than once a day","Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","","","","Right","","","Right","","",""
"2021-04-07 19:49:07","2021-04-07 21:28:26",5,"True","1999","Cisgender Woman","Yes","Hispanic or Latino","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Roman Catholic","I buy physical books","More than once a day","Weekly","Yes","Less than 5 weekdays","50%","Extremely effective: 95%","Right","","","","","","Right","","",""
"2021-04-07 19:57:45","2021-04-07 21:29:08",5,"True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","More than once a day","No","Less than 5 weekdays","25%","Extremely effective: 95%","","Right","","","","","","Right","",""
"2021-04-07 19:55:34","2021-04-07 21:31:14",5,"True","1999","Cisgender Man","Yes","Native Hawaiian or Pacific Islander","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Republican","Roman Catholic","I buy both","Daily","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","","","","Right","","","","Right","",""
"2021-04-07 20:52:48","2021-04-07 21:35:12",5,"True","2001","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Jewish","I buy both","Daily","Weekly","No","None","25%","Moderately effective: 85%","Right","","","","","Right","","","",""
"2021-04-07 20:50:07","2021-04-07 21:36:44",5,"True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy both","Daily","Less than Weekly","No","None","25%","Very effective: 90%","","","","","","Right","","","",""
"2021-04-07 19:38:10","2021-04-07 21:38:40",5,"True","1970","Cisgender Man","Yes","Non-Hispanic White","United States of America","Idaho","Undergraduate Student","No","Unemployed not looking for work","","Some college","Independent","Atheist or agnostic","I buy both","Less than Weekly","Less than Weekly","Yes","Monday - Friday","100%","Very effective: 90%","","","","Right","","","","","","Right"
"2021-04-07 20:08:51","2021-04-07 21:42:39",5,"True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Democrat","Atheist or agnostic","I don't purchase books","Daily","Daily","No","None","25%","Extremely effective: 95%","","Right","","","Right","","","","",""
"2021-04-07 18:43:16","2021-04-07 21:43:13",5,"True","2002","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","No college","Democrat","Jewish","I don't purchase books","Daily","Less than Weekly","No","None","50%","Very effective: 90%","Right","","","","","","","","","Right"
"2021-04-07 20:47:39","2021-04-07 21:49:54",5,"True","2002","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Moderately effective: 85%","Right","","","","","","","","","Right"
"2021-04-07 21:17:10","2021-04-07 21:53:52",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","Massachusetts","Undergraduate Student","Yes","Employed part time","$10,000 - $19,999","No college","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","50%","Moderately effective: 85%","","Wrong","","","","Right","","","",""
"2021-04-07 20:42:44","2021-04-07 21:56:42",5,"True","2001","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","No","Student","","Some college","Other","Jewish","I buy ebooks","Less than Weekly","Less than Weekly","No","None","25%","Extremely effective: 95%","","Right","","","","Right","","","",""
"2021-03-31 21:11:55","2021-03-31 22:00:09",21,"False","2000","Cisgender Man","Yes","Black or African American","United States of America","California","Other","Yes","Employed part time","$10,000 - $19,999","No college","Other","Protestant","I buy both","More than once a day","Less than Weekly","Yes","Monday - Friday","50%","Moderately effective: 85%","","Wrong","","","","","","","Right",""
"2021-04-07 20:48:50","2021-04-07 22:00:51",5,"True","1998","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Bachelor's degree","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","","","","Wrong","","Right","","","",""
"2021-04-07 18:58:21","2021-04-07 22:02:06",5,"True","Mumbai, India","Non-binary","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Bachelor's degree","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","Right","","","","","","","Right","",""
"2021-04-07 19:01:30","2021-04-07 22:02:19",5,"True","1999","Cisgender Woman","No","Hispanic or Latino","United States of America","California","Undergraduate Student","Yes","Employed part time","$10,000 - $19,999","Some college","Democrat","Roman Catholic","I buy both","Daily","More than once a day","No","Less than 5 weekdays","75%","Moderately effective: 85%","","","","Right","","","","","","Right"
"2021-04-07 20:42:55","2021-04-07 22:02:23",5,"True","1999","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Socialist","Atheist or agnostic","I buy physical books","Daily","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","Right","","","","","","","","","Right"
"2021-04-07 21:13:43","2021-04-07 22:04:10",5,"True","1998","Cisgender Woman","No","Asian","United States of America","Arizona","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Democrat","Prefer not to say","I buy both","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","","","","Right","","","","","Right",""
"2021-04-07 20:57:20","2021-04-07 22:04:34",5,"True","1998","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Independent","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","Yes","Monday - Friday","75%","Very effective: 90%","","Right","","","","Right","","","",""
"2021-04-07 20:48:33","2021-04-07 22:08:44",5,"True","2000","Cisgender Woman","Yes","Other:","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Prefer not to say","I buy ebooks","Less than Weekly","Less than Weekly","No","None","25%","Moderately effective: 85%","","","","Right","Wrong","","","","",""
"2021-04-07 21:26:40","2021-04-07 22:08:58",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","$10,000 - $19,999","Some college","Socialist","Roman Catholic","I buy both","More than once a day","Daily","No","Less than 5 weekdays","50%","Moderately effective: 85%","Right","","","","","","","","Right",""
"2021-04-07 18:52:40","2021-04-07 22:13:31",5,"True","2002","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Democrat","Atheist or agnostic","I buy physical books","Daily","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","","","","Right","","","Right","","",""
"2021-04-07 21:20:36","2021-04-07 22:17:18",5,"True","2001","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Roman Catholic","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","","","Wrong","","","Wrong","","","",""
"2021-04-07 20:28:06","2021-04-07 22:20:43",5,"True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","","","Right","","","","","","","Right"
"2021-04-07 21:40:44","2021-04-07 22:26:45",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","Right","","","","","","","Right","",""
"2021-03-31 20:40:15","2021-03-31 22:28:57",18,"False","1989","Cisgender Woman","Yes","Non-Hispanic White","United States of America","Illinois","Graduate Student","Yes","Employed part time","$30,000 - $39,999","Bachelor's degree","Democrat","Protestant","I buy both","Daily","Less than Weekly","No","None","25%","Extremely effective: 95%","","Right","","","","","","","Right",""
"2021-04-07 18:45:19","2021-04-07 22:32:16",5,"True","2001","Cisgender Man","Yes","Other:","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Prefer not to say","Protestant","I don't purchase books","More than once a day","Less than Weekly","Yes","Monday - Friday","75%","Moderately effective: 85%","","","","Right","","","","","","Wrong"
"2021-04-07 22:01:16","2021-04-07 22:37:54",5,"True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","","Right","","","","","","Right","",""
"2021-04-07 20:04:40","2021-04-07 22:41:28",5,"True","1997","Cisgender Man","No","Hispanic or Latino","United States of America","California","Other","No","Unemployed looking for work","","Bachelor's degree","Democrat","Roman Catholic","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Very effective: 90%","","Wrong","","","Right","","","","",""
"2021-04-07 19:42:30","2021-04-07 22:51:21",5,"True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Unemployed looking for work","","Some college","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","","Right","","","","","","Wrong","",""
"2021-04-07 21:41:07","2021-04-07 22:52:09",5,"True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","Yes","None","50%","Moderately effective: 85%","Right","","","","","Right","","","",""
"2021-04-07 22:14:12","2021-04-07 22:53:58",5,"True","2000","Cisgender Woman","Prefer not to say","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","No college","Democrat","Prefer not to say","I buy physical books","Daily","Less than Weekly","No","None","25%","Moderately effective: 85%","Wrong","","","","","Right","","","",""
"2021-04-07 20:56:23","2021-04-07 22:56:14",5,"True","1999","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Independent","Atheist or agnostic","I don't purchase books","Daily","Less than Weekly","Yes","None","100%","Very effective: 90%","","","Right","","","","","","Right",""
"2021-04-07 19:43:40","2021-04-07 23:02:19",5,"True","1999","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Roman Catholic","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Very effective: 90%","Right","","","","","Right","","","",""
"2021-03-31 22:00:20","2021-03-31 23:02:26",22,"False","1979","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Other","Yes","Employed full time","More than $150,000","Advanced degree (Master's, Doctorate)","Independent","Atheist or agnostic","I buy physical books","Less than Weekly","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","","","Right","Right","","","","",""
"2021-04-07 22:20:30","2021-04-07 23:05:43",5,"True","2000","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","","","Right","Wrong","","","","",""
"2021-04-07 19:06:49","2021-04-07 23:10:22",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I don't purchase books","Weekly","Less than Weekly","Yes","None","75%","Moderately effective: 85%","Right","","","","","","","","","Right"
"2021-04-07 11:59:15","2021-04-07 23:18:26",5,"True","2002","Cisgender Woman","Yes","Asian","India","","Undergraduate Student","Yes","Employed part time","Less than $10,000","No college","Independent","Atheist or agnostic","I buy ebooks","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","","Right","","","","","","Right","",""
"2021-04-07 22:34:19","2021-04-07 23:24:28",5,"True","2000","Cisgender Woman","No","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","$20,000 - $29,999","No college","Other","Jewish","I buy physical books","More than once a day","Less than Weekly","Yes","Monday - Friday","50%","Moderately effective: 85%","","","Wrong","","","","Right","","",""
"2021-04-07 22:40:58","2021-04-07 23:32:17",5,"True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Prefer not to say","I don't purchase books","More than once a day","Less than Weekly","No","None","50%","Moderately effective: 85%","","Right","","","","Right","","","",""
"2021-04-07 18:56:37","2021-04-07 23:43:10",5,"True","2001","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","No","None","25%","Very effective: 90%","","Right","","","Right","","","","",""
"2021-04-07 18:43:34","2021-04-07 23:44:06",5,"True","1996","Cisgender Woman","No","Hispanic or Latino","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Socialist","Atheist or agnostic","I buy ebooks","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","75%","Moderately effective: 85%","","","","Right","","","","","Right",""
"2021-04-07 18:43:33","2021-04-07 23:51:44",5,"True","1998","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Protestant","I buy physical books","More than once a day","Daily","No","None","25%","Moderately effective: 85%","","","","Right","","","","","Right",""
"2021-04-07 22:21:01","2021-04-07 23:52:45",5,"True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Prefer not to say","Prefer not to say","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Moderately effective: 85%","","","Wrong","","","","Right","","",""
"2021-04-07 22:59:07","2021-04-07 23:56:03",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Bachelor's degree","Democrat","Atheist or agnostic","I buy ebooks","More than once a day","Weekly","Yes","Monday - Friday","75%","Very effective: 90%","","Right","","","","","Right","","",""
"2021-04-07 23:07:27","2021-04-08 00:00:44",5,"True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Prefer not to say","Atheist or agnostic","I don't purchase books","Daily","Less than Weekly","No","None","25%","Very effective: 90%","","","Wrong","","","Right","","","",""
"2021-04-07 23:18:13","2021-04-08 00:14:20",5,"True","2000","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Other Christian:","I buy physical books","Daily","Less than Weekly","No","None","50%","Extremely effective: 95%","","","Wrong","","","","","Right","",""
"2021-04-07 23:26:57","2021-04-08 00:25:19",5,"True","2000","Cisgender Woman","Yes","Black or African American","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Bachelor's degree","Democrat","Other Christian:","I buy physical books","More than once a day","More than once a day","No","Monday - Friday","50%","Extremely effective: 95%","","","","Right","","","Right","","",""
"2021-04-07 23:06:28","2021-04-08 00:27:36",5,"True","2001","Cisgender Man","No","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Independent","Protestant","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","","Right","","","Wrong","","","",""
"2021-04-07 20:26:18","2021-04-08 00:31:39",5,"True","1998","Non-binary","Yes","Black or African American","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Other","Protestant","I buy physical books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","25%","Moderately effective: 85%","","","","Wrong","","","Wrong","","",""
"2021-04-07 18:43:32","2021-04-08 00:43:04",5,"True","1999","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Bachelor's degree","Democrat","Atheist or agnostic","I buy both","More than once a day","Weekly","Yes","Less than 5 weekdays","75%","Very effective: 90%","","","Wrong","","","Right","","","",""
"2021-04-07 23:41:23","2021-04-08 00:49:01",5,"True","2002","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","","","Right","","","Right","","","",""
"2021-04-07 20:38:57","2021-04-08 01:31:41",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Bachelor's degree","Other","Protestant","I buy both","More than once a day","Less than Weekly","No","None","25%","Very effective: 90%","Right","","","","","","","","Right",""
"2021-04-08 00:41:57","2021-04-08 01:41:28",5,"True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Democrat","Atheist or agnostic","I buy ebooks","More than once a day","Weekly","No","None","25%","Very effective: 90%","Right","","","","","","","","Wrong",""
"2021-04-08 01:22:18","2021-04-08 02:32:30",5,"True","1998","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Hindu","I don't purchase books","Daily","Less than Weekly","No","Less than 5 weekdays","100%","Moderately effective: 85%","","Right","","","","Right","","","",""
"2021-04-07 07:46:33","2021-04-08 03:19:32",5,"True","1997","Cisgender Man","No","Asian","","","Undergraduate Student","No","Student","","Some college","Prefer not to say","Buddhist","I buy both","Daily","Less than Weekly","No","None","25%","Very effective: 90%","Right","","","","","","","","","Right"
"2021-04-01 06:26:02","2021-04-01 07:24:46",5,"False","1984","Cisgender Man","Yes","Black or African American","United States of America","Georgia","Undergraduate Student","Yes","Employed full time","$40,000 - $49,999","Bachelor's degree","Republican","Atheist or agnostic","I buy both","Daily","Weekly","No","Less than 5 weekdays","75%","Moderately effective: 85%","","","","","Wrong","","","","",""
"2021-04-07 22:32:51","2021-04-08 08:20:21",5,"True","2020","Cisgender Woman","Yes","Hispanic or Latino","United States of America","California","Other","No","Unemployed looking for work","","Bachelor's degree","Independent","Other Christian:","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Moderately effective: 85%","Right","","","","","","","Right","",""
"2021-04-07 18:41:21","2021-04-08 08:40:25",5,"True","1999","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","Right","","","","","","","Right","",""
"2021-04-07 19:10:41","2021-04-08 10:38:34",5,"True","2001","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Democrat","Prefer not to say","I buy both","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","","","","Right","","","","Right","",""
"2021-04-08 09:56:47","2021-04-08 11:02:34",5,"True","2000","Non-binary","Yes","Non-Hispanic White","United States of America","South Carolina","Undergraduate Student","Yes","Student","Less than $10,000","No college","Other","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","Right","","","","","","","","Right",""
"2021-04-08 10:04:50","2021-04-08 11:16:30",5,"True","1996","Cisgender Woman","Yes","Other:","United States of America","California","Graduate Student","No","Student","","Bachelor's degree","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","75%","Very effective: 90%","Right","","","","","","","Right","",""
"2021-04-08 11:11:29","2021-04-08 11:45:22",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I buy ebooks","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","","","Wrong","","","","","","Right",""
"2021-04-07 18:30:01","2021-04-08 11:46:32",5,"True","1994","Cisgender Woman","Yes","Asian","United States of America","California","Graduate Student","Yes","Student","$80,000 - $89,999","Bachelor's degree","Democrat","Atheist or agnostic","I buy both","Daily","Less than Weekly","Yes","None","50%","Extremely effective: 95%","","","","Right","","","","","Right",""
"2021-04-08 12:13:25","2021-04-08 13:29:48",5,"True","1992","Cisgender Woman","No","Non-Hispanic White","United States of America","California","Graduate Student","Yes","Student","$20,000 - $29,999","Advanced degree (Master's, Doctorate)","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","None","25%","Extremely effective: 95%","","Right","","","","","","","","Right"
"2021-04-08 12:50:57","2021-04-08 13:38:27",5,"True","2000","Cisgender Woman","Yes","Asian","New Zealand","","Undergraduate Student","Yes","Student","Less than $10,000","No college","Other","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Monday - Friday","100%","Very effective: 90%","","Right","","","","","","","Right",""
"2021-04-08 13:03:30","2021-04-08 13:56:40",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","Maryland","Undergraduate Student","Yes","Student","$10,000 - $19,999","Bachelor's degree","Prefer not to say","Protestant","I buy ebooks","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","Right","","","","","","","","","Right"
"2021-04-07 19:58:06","2021-04-08 15:07:48",5,"True","2000","Cisgender Man","No","Asian","United States of America","California","Undergraduate Student","No","Student","","Bachelor's degree","Democrat","Protestant","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Moderately effective: 85%","","Wrong","","","","Right","","","",""
"2021-04-08 16:05:12","2021-04-08 17:36:34",5,"True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Prefer not to say","Protestant","I don't purchase books","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","","","","Right","Right","","","","",""
"2021-04-08 17:31:56","2021-04-08 18:30:04",5,"True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Roman Catholic","I buy physical books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","25%","Extremely effective: 95%","","","Wrong","","","","","Right","",""
"2021-04-07 19:13:11","2021-04-08 19:39:09",5,"True","2000","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Employed part time","$10,000 - $19,999","Some college","Independent","Atheist or agnostic","I buy physical books","More than once a day","Weekly","Yes","None","50%","Extremely effective: 95%","","","Wrong","","","","","","Right",""
"2021-04-06 19:48:30","2021-04-08 20:28:23",5,"True","2001","Cisgender Man","Yes","Other:","Canada","","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Democrat","Protestant","I buy ebooks","More than once a day","Less than Weekly","Yes","Monday - Friday","50%","Moderately effective: 85%","","","Wrong","","","","","","","Right"
